department,course_number,course_title
OCEAN   ,529,SMNR IN CHEM OCEAN
OCEAN   ,530,MAR BACTRA &VIRUSES 
OCEAN   ,535,BIOL OCEANOGRAPHY
OCEAN   ,539,SMNR IN BIOL OCEAN
OCEAN   ,549,SMNR GEO/GPHY OCEAN 
OCEAN   ,569,TPCS PHYSICAL OCEAN 
OCEAN   ,570,MAR MICRO INTERACTN 
OCEAN   ,586,CLIMATE SEMINAR
OCEAN   ,588,CARBON AND CLIMATE
OCEAN   ,591,MS IN COASTAL ZONE
OCEAN   ,593,CLIMATE SEMINAR
OCEAN   ,596,CLIMATE CAPSTONE
OCEAN   ,600,INDEPNDNT STDY/RSCH 
OCEAN   ,700,MASTERS THESIS
OCEAN   ,800,DOCTORAL DISSERTATN 
Q SCI   ,291,ANLYS FOR BIOL 1
Q SCI   ,292,ANLYS FOR BIOL 2
Q SCI   ,381,INTRO PROBABIL&STAT 
Q SCI   ,451,ANALYT METH WILDLIFE
Q SCI   ,454,ECOLOGICAL MODELING 
Q SCI   ,482,STAT INFR IN ECOL
Q SCI   ,497,SP TOPICS IN Q SCI
Q SCI   ,498,INTERNSHIP
Q SCI   ,499,RESEARCH EXPERIENCE 
QERM   ,597,SEM QUAN ECOLOGY
QERM   ,600,INDPENDNT STDY/RSCH 
QERM   ,700,MASTER'S THESIS
QERM   ,800,DOCTORAL DISSERTATN 
INFO   ,101,SOCIAL NETWORKING
INFO   ,180,INTRO DATA SCIENCE
INFO   ,200,INTELL FOUNDATIONS
INFO   ,201,TECH FOUNDATIONS
INFO   ,310,INFO ASSR & CYBRSEC 
INFO   ,314,COMP NET & DIST APP 
INFO   ,331,UX & INFO ARCH
INFO   ,340,CLIENT-SIDE DEV
INFO   ,350,INFO ETHICS & POLCY 
INFO   ,360,DESIGN METHODS
INFO   ,362,VISUAL INFO DESIGN
INFO   ,365,MOBILE APP DESIGN
INFO   ,370,DATA SCIENCE METHDS 
INFO   ,371,ADV DATA SCI METHDS 
INFO   ,380,IS ANALYSIS & DSGN
INFO   ,386,PROFESSIONALISM
INFO   ,415,TOPICS IN CYBERSEC
INFO   ,430,DB DESIGN & MGMT
INFO   ,433,CONTENT STRATEGY
INFO   ,441,SERVER-SIDE DEV
INFO   ,449,IOS MOBILE DEV
INFO   ,490,CAPSTONE PROJECT I
INFO   ,495,INTERNSHIP
INFO   ,498,TOPIC INFORMATICS
INFO   ,499,IND STUDY
INSC   ,501,THEO FOUND INFO SCI 
INSC   ,512,COMM ANALYSIS
INSC   ,565,TEACH PRAC 1
INSC   ,566,TEACH PRAC 2
INSC   ,571,QUANT METH INFO SCI 
INSC   ,575,RESEARCH PRAC I
INSC   ,576,RESEARCH PRAC 2
INSC   ,578,RESEARCH SEMINAR
INSC   ,599,READ DES PROJ RES
INSC   ,600,INDEPENDENT STUDY
INSC   ,800,DISSERTATION
IMT   ,525,INFO MGMT SPORTS
IMT   ,550,INFO POLICY ETHICS
IMT   ,558,INFO SECURITY MGMT
IMT   ,574,DATA SCI 2:MACH LRN 
IMT   ,589,SPEC TOP INFO MGMNT 
IMT   ,596,CAPSTONE I
IMT   ,598,EMER TOPICS
LIS   ,502,DATABASE CONCEPTS
LIS   ,509,INFO CONTEMPL
LIS   ,511,INTRO PROGRAMMING
LIS   ,534,INDIGENOUS SYS KNOW 
LIS   ,578,RESEARCH SEMINAR
LIS   ,596,CAPSTONE I
LIS   ,598,SPEC TOPICS INFO/LIB
BPSD   ,520,RESEARCH SEMINAR
BPSD   ,541,LIT REVIEW BMSD
BPSD   ,599,INTRO RESEARCH BMSD 
GRDSCH   ,200,PREP FOR GRAD ED
GRDSCH   ,515,HIGHER ED TEACHING
GRDSCH   ,610,TEACHING MENTORSHIP 
GRDSCH   ,630,SP TPC UNIV TEACHNG 
GRDSCH   ,640,DIVERSITY & JUSTICE 
IPHD   ,600,INDEPNDNT STDY/RSCH 
IPHD   ,800,DOCTORAL DISSERTATN 
MCB   ,515,MOL CEL BIO LIT REV 
MCB   ,517,TOPICS MOL/CELL BIO 
MCB   ,520,TUTORIAL MCB
MCB   ,560,BIOTECH EXTERN
MCB   ,580,TEACHING PRACTICUM
MCB   ,599,RSCH IN MOL CEL BIO 
MCB   ,600,INDEPNDNT STDY/RSCH 
MCB   ,700,MASTERS THESIS
MCB   ,800,DOCTORAL DISSERTATN 
MOLENG   ,510,MOLECULAR ENG PRINC 
MOLENG   ,520,SEMINAR IN MOLENG
MOLENG   ,599,CURRENT TPCS MOLENG 
MOLENG   ,600,INDEPENDT STDY/RSCH 
MOLENG   ,601,INTERNSHIP
MOLENG   ,800,DOCTORAL DISSERTATN 
MUSEUM   ,560,ADMIN & LEADERSHIP
MUSEUM   ,563,WHO OWNS HUMANITY
MUSEUM   ,574,MUSEUM EVALUATION
MUSEUM   ,576,EVALUATION PROJ II
MUSEUM   ,588,SPC TPC MUSEOLOGY
MUSEUM   ,600,INDEPNDNT STDY/RSCH 
MUSEUM   ,601,INTERNSHIP
MUSEUM   ,700,MASTER'S THESIS
MUSEUM   ,710,MASTER'S PROJECT
N&MES   ,800,DOCTORAL DISSERTATN 
NEURO   ,502,INTRO NEUROBIOLOGY
NEURO   ,510,SMNR NEURO & BEHAV
NEURO   ,512,READINGS ADV NEUBEH 
NEURO   ,515,NB TEACH PRACTICUM
NEURO   ,526,NEUROBIOL LAB RSRCH 
NEURO   ,527,CURRENT TOPICS
NEURO   ,545,QUANT METH NEUROSCI 
NEURO   ,600,INDEPNDNT STDY/RSCH 
NEURO   ,700,MASTER'S THESIS
NEURO   ,800,DOCTORAL DISSERTATN 
PUBSCH   ,595,PUBLIC CULTURE
PUBSCH   ,600,INDEPNDT STDY/RSCH
PUBSCH   ,601,INTERNSHIP
PUBSCH   ,602,CAPSTONE PROJECT
PUBSCH   ,603,CAPSTONE PORTFOLIO
STSS   ,602,CAPSTONE PORTFOLIO
BIOEN   ,335,BIOTRANSPORT II
BIOEN   ,336,SYSTEMS AND CONTROL 
BIOEN   ,337,TRANS SYSTEMS LAB
BIOEN   ,402,RESEARCH AND DESIGN 
BIOEN   ,404,TEAM DESIGN I
BIOEN   ,425,LAB SYNTH BIO
BIOEN   ,447,MRI & ULTRASOUND
BIOEN   ,455,BIOMEMS
BIOEN   ,461,NEURAL TECH STUDIO
BIOEN   ,468,RT BIOSIGNAL PROC
BIOEN   ,474,IMMUNOENGINEERING
BIOEN   ,483,VASCULAR ENGINEERING
BIOEN   ,486,TISSUE ENGINEERING
BIOEN   ,487,BIOE & NANOTECH
BIOEN   ,488,COMP PROTEIN DESIGN 
BIOEN   ,498,SPECIAL TOPICS
BIOEN   ,499,SPECIAL PROJECTS
BIOEN   ,505,BIOMED ENTRE
BIOEN   ,509,BIOEN DEPT SEMINAR
BIOEN   ,511,BIOMATERIAL SEMINAR 
BIOEN   ,518,HEALTHCARE TRANSFM
BIOEN   ,531,PROPOSAL WRITING
BIOEN   ,542,DESIGN SKILLS II
BIOEN   ,547,MRI & ULTRASOUND
BIOEN   ,561,NEURAL TECH STUDIO
BIOEN   ,568,RT BIOSIGNAL PROC
BIOEN   ,573,BIOSENSORS
BIOEN   ,574,IMMUNOENGINEERING
BIOEN   ,579,HOST RESP BIOMAT
BIOEN   ,583,VASCULAR ENGINEERING
BIOEN   ,586,TISSUE ENGINEERING
BIOEN   ,587,BIOE & NANOTECH
BIOEN   ,588,COMP PROTEIN DESIGN 
BIOEN   ,598,RESEARCH ROTATION
BIOEN   ,599,SPEC TOPICS BIOENG
BIOEN   ,600,INDEPNDNT STDY/RSCH 
BIOEN   ,601,INTERNSHIP
BIOEN   ,700,MASTER'S THESIS
BIOEN   ,800,DOCTORAL DISSERTATN 
G H   ,101,INTRO TO GLOBAL HLTH
G H   ,220,ENV CHNG PUBLC HLTH 
G H   ,305,GLOBAL HLTH JUSTICE 
G H   ,399,GH STUDY ABROAD
G H   ,402,CONTEMPORARY ISSUES 
G H   ,410,ADV BIOL GLBL DISEAS
G H   ,418,CC HEALTH RISKS
G H   ,458,GLOBL VIOLENCE/HLTH 
G H   ,482,HLTH OF POPULATIONS 
G H   ,499,UNDERGRAD RESEARCH
G H   ,502,CONTEMPORARY ISSUES 
G H   ,517,INTL ETHC JUS HLTH
G H   ,518,CC HEALTH RISKS
G H   ,521,LEADERSHIP DEVLPMT
G H   ,524,PROJ MGMT GLOBL HLTH
G H   ,536,ADVD METHDS GH II
G H   ,543,GLOBAL PHARMACY
G H   ,544,MCH IN LMICS
G H   ,558,GLOBL VIOLENCE/HLTH 
G H   ,580,DOCTORAL SEMINAR
G H   ,592,PROGRAM SEMINARS
G H   ,593,MPH WORKSHOP
G H   ,595,MASTER'S PRACTICUM
G H   ,600,INDEPENDENT STUDY
G H   ,700,MASTER'S THESIS
G H   ,800,DOCTORAL DISSERTATN 
MARBIO   ,270,AQUATIC ECOPHYSLGY
UCONJ   ,531,INTRO MIND/BODY MED 
UCONJ   ,550,COMMUNITY HLTH CARE 
UCONJ   ,599,CLIN RESEARCH SEM
UCONJ   ,624,ORGANIZING FOR HLTH 
LAW   ,305,GLOBAL HLTH JUSTICE 
LAW   ,310,LAW SCIENCE & TECH
LAW   ,600,INDEPNDNT STDY/RSCH 
LAW   ,800,DOCTORAL DISSERTATN 
LAW A   ,500,LAW PERSPECTIVES
LAW A   ,501,CONTRACTS
LAW A   ,502,CIVIL PROCEDURE I
LAW A   ,503,PROPERTY I
LAW A   ,506,LEGAL ANALYSIS
LAW A   ,509,ADMINISTRATIVE LAW
LAW A   ,511,PAYMENT SYSTEMS
LAW A   ,515,BUSINESS ORGNZATION 
LAW A   ,517,SECURITIES REGULATN 
LAW A   ,530,INDIV INCOME TAX
LAW A   ,556,EMPLOY DISCRIM
LAW A   ,582,BANKRUPTCY
LAW A   ,588,SURVEYU.S.JUDICIARY 
LAW A   ,592,CONSTITUTION LAW II 
LAW A   ,597,INTENSIVE WRITING
LAW A   ,599,LEGAL RSRCH MTHDS
LAW B   ,500,CIVIL PROCEDURE II
LAW B   ,503,EVIDENCE
LAW B   ,507,FED COURTS & SYSTEM 
LAW B   ,508,BUS AND HUM RIGHTS
LAW B   ,510,PROBS PROF RESPONS
LAW B   ,514,STREET LAW
LAW B   ,515,CRIM PRO: INVESTGTN 
LAW B   ,516,INTL CONTRACTING
LAW B   ,519,PRE-TRIAL PRACTICE
LAW B   ,521,TRIAL ADVOCACY II
LAW B   ,523,NEGOTIATION
LAW B   ,526,MEDIATION CLINIC
LAW B   ,528,WRKS RIGHTS CLINIC
LAW B   ,530,JUDICIAL EXTERNSHIP 
LAW B   ,531,IMMIG LAW CLINIC
LAW B   ,532,ADV CLINIC
LAW B   ,533,INTERVIEW & COUNSEL 
LAW B   ,534,COUNSEL WORKSHOP
LAW B   ,535,LEGISLATIVE EXTERN
LAW B   ,536,DRAFT BUS DOCUMNTS
LAW B   ,538,AGENCY EXTERNSHIPS
LAW B   ,539,PUB INT LAW EXTERN
LAW B   ,540,JAPANESE LAW
LAW B   ,541,CHINESE LAW
LAW B   ,547,COMP CON LAW
LAW B   ,552,TUTOR IN COMPAR LAW 
LAW B   ,554,RESEARCH TUTORIAL
LAW B   ,556,ISLAMIC LAW
LAW B   ,557,GRAD WRITING SEM
LAW B   ,558,DOCTORAL THESIS SEM 
LAW B   ,560,CRIM JUSTICE EXTERN 
LAW B   ,564,"WOMEN, POVERTY, NRM "
LAW B   ,567,GEN EXTERN PERSP SM 
LAW B   ,571,PHD COLLOQUIUM
LAW B   ,578,PROBS ECON DEV SEM
LAW B   ,580,EXTERNSHIP TUTORIAL 
LAW B   ,582,INTL DEV PRACTICUM
LAW B   ,586,GLOB DEV LAW & POL
LAW B   ,597,JOURNAL SEMINAR
LAW B   ,599,SPECIAL TOPICS
LAW C   ,510,ETHICS INTL LLM
LAW C   ,530,SM FIRM EXTERN
LAW C   ,535,CORP COUNSEL EXTERN 
LAW E   ,500,INDPT ADV WRITING
LAW E   ,505,INT BUS COMP
LAW E   ,508,PERSUASIVE WRITING
LAW E   ,510,BANKING LAW
LAW E   ,515,POST-CONVCTN REVIEW 
LAW E   ,520,EU CONSTITUTION
LAW E   ,523,ENTREPRE LAW CLINC
LAW E   ,524,CHILD ADVOCACY CLIN 
LAW E   ,528,MJ PRACTICUM
LAW E   ,529,TRIBAL COURT CLINIC 
LAW E   ,530,RACE & JUSTICE CLNC 
LAW E   ,531,INDIGENOUS ECON DEV 
LAW E   ,545,INTL TRADE LAW
LAW E   ,554,TECH PUB POL CLINIC 
LAW E   ,556,INTL HUM RTS CLINIC 
LAW E   ,561,CRIT RACE THEORY
LAW E   ,566,INNOCENCE PRJCT NW
LAW E   ,576,PERSUASIVE ORAL COM 
LAW E   ,578,FDN LAW BAR EXAM
LAW E   ,583,GLOBALIZATIN & LAW
LAW E   ,591,NON-PROFIT ORG CLIN 
LAW E   ,594,ENV LAW &POL CLINIC 
LAW E   ,596,WILDLIFE LAW SEM
LAW E   ,599,LEG ADVOC CLNC
LAW H   ,503,MED ETH & JURIS
LAW H   ,506,INTL ETHC JUS HLTH
LAW H   ,508,BEGINNING OF LIFE
LAW H   ,510,TOPICS IN LAW & MED 
LAW H   ,520,GENETICS & THE LAW
LAW H   ,528,HLTH LAW PRACTICUM
LAW H   ,599,HEALTH LAW TUTORIAL 
LAW P   ,509,ANTITRUST &IP RIGHTS
LAW P   ,522,ADV COPYRIGHT LAW
LAW P   ,525,IP LAW SEMINAR
LAW P   ,528,IP LAW PRACTICUM
LAW P   ,545,ADV PATENT LAW SEM
LAW P   ,546,ADV TRADEMARK LAW
LAW P   ,550,PATENT PROSECUTION
LAW P   ,552,STRATEGIC IP COMM
LAW P   ,590,IP LAW TUTORIAL
LAW T   ,503,PROBLEMS OF TIMING
LAW T   ,506,TAX PRACT & SKILLS
LAW T   ,510,ESTATE & GIFT TAX
LAW T   ,511,PARTNERSHIP TAX
LAW T   ,516,INTL TAXATION II
LAW T   ,526,FEDERAL TAX CLINIC
LAW T   ,528,GRAD TAX PRACTICUM
LAW T   ,530,TAX ISSUES IN M&AS
LAW T   ,532,ESTATE & TRUSTS TAX 
LAW T   ,542,STATE & LOC TAX II
LAW T   ,550,GLOBAL TAX PERSP
ANEST   ,499,UNDERGRAD RESEARCH
ANEST   ,501,P-PRECEP ANESTHESIA 
ANEST   ,654,P-CHC/PAIN AK NAPM
ANEST   ,657,P-CHC VAMC SEA
ANEST   ,662,P-CHC/FAIRBANKS APCA
ANEST   ,663,BASIC ANEST CHEY
ANEST   ,665,P-BASIC ANEST ANCH
ANEST   ,672,B ANEST BOISE VA
ANEST   ,683,P-ADV ANEST VAMC
ANEST   ,684,P-ADV ANEST SPK
ANEST   ,688,ADV ANEST CHEY
ANEST   ,695,P-CHC/PM-ROOS
ANEST   ,699,P-WWAMI ANEST ELECT 
BIOC   ,405,INTRO TO BIOCHEM
BIOC   ,406,INTRO TO BIOCHEM
BIOC   ,441,BIOCHEMISTRY
BIOC   ,451,HONORS BIOCHEM
BIOC   ,499,UNDERGRAD RESEARCH
BIOC   ,520,SEMINAR
BIOC   ,533,TOPICS IN BIOCHEM
BIOC   ,541,LITERATURE REVIEW
BIOC   ,581,INTRO TO RESEARCH
BIOC   ,600,INDEPNDNT STDY/RSCH 
BIOC   ,700,MASTERS THESIS
BIOC   ,800,DOCTORAL DISSERTATN 
B H   ,339,BIOETHICS PERSP
B H   ,444,ETH IMPL BIOTECH
B H   ,474,JUSTICE HEALTH CARE 
B H   ,499,UNDERGRAD RESEARCH
B H   ,514,LAW ETHICS IN PHG
B H   ,535,MED ETH & JURIS
B H   ,539,BIOETHICS PERSP
B H   ,544,ETH IMPL BIOTECH
B H   ,574,JUSTICE HEALTHCARE
B H   ,596,MASTERS PROJECT
B H   ,600,INDEPNDNT STDY/RSCH 
B STR   ,498,H-UNDERGRAD THESIS
B STR   ,499,UNDERGRAD RESEARCH
B STR   ,510,SEMINAR IN ANATOMY
B STR   ,515,BIOL X-RY STR ANLYS 
B STR   ,540,SPEC PROB IN ANAT
B STR   ,555,LAB ROTATION IN BST 
B STR   ,580,P-ANAT PRACTICUM
B STR   ,584,NEUROGENESIS SMNR
B STR   ,598,BIO STR READING
B STR   ,600,INDEPNDNT STDY/RSCH 
B STR   ,700,MASTERS THESIS
B STR   ,800,DOCTORAL DISSERTATN 
BIME   ,498,BIO HLTH INFO TOPIC 
BIME   ,499,UNDERGRAD RESEARCH
BIME   ,533,PH & INFORMATICS
BIME   ,537,BIOINFORM RESEARCH
BIME   ,550,KNOWLEDGE REP
BIME   ,590,SELECTED TPCS BIME
BIME   ,591,BHI RESRCH COLLOQU
BIME   ,600,INFORMATICS STY/RSH 
BIME   ,700,INFORMAT THESIS
BIME   ,800,DOCTORAL DISSERTATN 
C MED   ,499,UNDERGRAD LAB RSCH
C MED   ,512,ANAT ANLYS ANM DSES 
C MED   ,514,COMP PATH CONF
C MED   ,516,RES AND LIT REV SEM 
C MED   ,518,CLIN CONF COMP PATH 
C MED   ,521,BIOL OF LAB ANIMALS 
C MED   ,531,LAB ANIM DISEASES
C MED   ,590,SEL TOPICS ANIM MED 
C MED   ,592,COMPARATIVE PATH
C MED   ,600,RESEARCH
C MED   ,601,INTERNSHIP ROTATION 
C MED   ,700,MASTERS THESIS
CONJ   ,402,HUMAN ANAT-PHYSIOL
CONJ   ,505,P-PAIN CLINIC PCPT
CONJ   ,510,ISCRM RESEARCH
CONJ   ,513,CLIN MEDICAL GENET
CONJ   ,515,INTERDIS RURAL SERV 
CONJ   ,526,INTRO TO SYS BIO
CONJ   ,530,HESC & MEDICINE
CONJ   ,542,DEVELOPMENT
CONJ   ,544,PROT STRUC MOD REG
CONJ   ,550,P-CLIN INFEC DIS
CONJ   ,558,PROKARYOTIC BIOLOGY 
CONJ   ,570,TRANSGNDR PATIENTS
CONJ   ,585,SURGICAL ANATOMY
CONJ   ,605,P-INTRO PALL CONS
CONJ   ,606,P-ADV PALL INP HOS
CONJ   ,607,P-ADV PALL CARE
CONJ   ,608,P-INTR PALL CR ANMC 
CONJ   ,610,P-INTR PALL CR OLY
CONJ   ,611,P-INTR PALL CR BIL
CONJ   ,612,P-INTR PAL CR BOZE
CONJ   ,613,P-INTR PAL CR BOISE 
CONJ   ,614,P-COR ADCT MED
CONJ   ,615,P-ADV COR ADCT MED
CONJ   ,616,P-PRISON MED WA
CONJ   ,617,P-NEURO ICU SUB-I
CONJ   ,618,P-SLEEP MEDICINE
CONJ   ,619,ADV PALL CARE
CONJ   ,620,OPIOID USE DISORDER 
CONJ   ,621,ADV PALL CARE-SPOKAN
CONJ   ,622,ADV PALL CARE ID
CONJ   ,625,GH CLINICAL
CONJ   ,626,GLOBAL HIV MED
CONJ   ,627,END OF LIFE HOME CRE
CONJ   ,628,ADV PALL CARE-AK
CONJ   ,673,P-CHC/BOISE VAMC
CONJ   ,682,P-CHC/PC-HMC
CONJ   ,683,P-CHC PC-UWPC
CONJ   ,686,P-CHC/REHAB-CHMC
CONJ   ,687,P-CHC/REHAB-HMC
CONJ   ,688,P-CHC/REHAB-VA RMS
CONJ   ,689,P-CHC/REHAB-VA SCI
CONJ   ,690,P-CHC/REHAB-UWMC
CONJ   ,693,P-CHC/GERI-HMC
CONJ   ,698,P-FOREIGN MED CLERK 
CONJ   ,699,P-CLIN CLERKSHIPS
FAMED   ,499,UNDERGRAD RESEARCH
FAMED   ,526,URBAN HEALTH EQUITY 
FAMED   ,556,SPAN HEALTH PROF
FAMED   ,598,FAMED IND STDY REM
FAMED   ,630,P-WRITE FAMED CLK
FAMED   ,631,P-LIC FAMED OLY
FAMED   ,632,P-CLCLK FAMED BOZEM 
FAMED   ,633,P-CLCLK FAMED LEAVN 
FAMED   ,634,P-CLCLK FAMED SITKA 
FAMED   ,635,P-CLCLK FAMED CHEYNE
FAMED   ,639,P-CLCKFAMED DOUG
FAMED   ,662,P-CLCLK FAMED BUF
FAMED   ,663,P-FAMED PETERSBURG
FAMED   ,664,P-CLCLK FAMED BLNGS 
FAMED   ,665,P-CLCLK FAMED MISOU 
FAMED   ,666,P-CLCLK FAMED TORNG 
FAMED   ,667,P-CLCKFAMED H BREM
FAMED   ,669,P-CLCLK FAMED CDA
FAMED   ,671,P-SSDOH CLERKSHIP
FAMED   ,673,P-CLCLKFAMED SPO SH 
FAMED   ,676,P-CLK FAMED LIBBY
FAMED   ,677,P-CLK FAMED GR COUL 
FAMED   ,678,P-CLK FAMED PT ANGL 
FAMED   ,679,P-CLK FAMED FERNDALE
FAMED   ,682,P-CLK FAMED ELLNBRG 
FAMED   ,683,P-CLK FAMED LEWISTN 
FAMED   ,684,P-CLK FAMED BUTTE
FAMED   ,685,P-CLK FAMED JUNEAU
FAMED   ,686,P-CLK FAMED PT TOWN 
FAMED   ,687,P-CLCLK FMED WSLMN
FAMED   ,688,P-FAM MED SUB-I
FAMED   ,689,P-SPTS MD FAMED SPO 
FAMED   ,690,ONE HLTH CLIN ELECT 
FAMED   ,701,WRITE ADV OPT CLKSHP
FAMED   ,702,ADV FAMED OPT CLKSHP
FAMED   ,703,ADV LGBTQ PC CLKSHP 
FAMED   ,704,FM ADV INPT CLRKSHP 
GENOME   ,361,FUND GEN & GENOMICS 
GENOME   ,465,ADV HUMAN GENETICS
GENOME   ,466,CANCER GENETICS
GENOME   ,499,UNDERGRAD RESEARCH
GENOME   ,501,INTR RSRCH MATERIAL 
GENOME   ,520,SEMINAR
GENOME   ,521,SEM IN COMP BIO
GENOME   ,522,JOURNAL CLUB
GENOME   ,523,RESEARCH REPORTS
GENOME   ,525,TOPICS HUMAN GENET
GENOME   ,540,COMP MOL BIOL I
GENOME   ,553,ADV GENETIC ANLYSIS 
GENOME   ,559,STAT & COMP GENOMICS
GENOME   ,561,MOL POP GENET EVOL
GENOME   ,562,POPULATION GENETICS 
GENOME   ,565,ADV HUMAN GENETICS
GENOME   ,581,DROSOPHILA GENETICS 
GENOME   ,584,DNA REPLICATION
GENOME   ,600,INDEPNDNT STDY/RSCH 
GENOME   ,700,MASTERS THESIS
GENOME   ,800,DOCTORAL DISSERTATN 
HUBIO   ,567,P-SKIN SYSTEM
IMMUN   ,499,UNDERGRAD RESEARCH
IMMUN   ,532,ADVANCED IMMUNOLOGY 
IMMUN   ,550,SELECT TOPICS IMMUN 
IMMUN   ,551,T DEP B CELL MAT
IMMUN   ,552,ANTIVIRAL RESPONSE
IMMUN   ,553,R/R IN B CELLS
IMMUN   ,554,HUMAN IMMUNOGENETIC 
IMMUN   ,555,AUTOIMMUNE REG
IMMUN   ,556,IMMUNITY/ALLERGY
IMMUN   ,557,CELL DEATH
IMMUN   ,558,AUTOIMMUNITY
IMMUN   ,559,T CELLS IN TB
IMMUN   ,560,T CELL RESEARCH
IMMUN   ,561,MECH PERIPH TOLER
IMMUN   ,562,IMMUNO STRUCT BIOL
IMMUN   ,563,MACROPHAGE BIOLOGY
IMMUN   ,564,CELL/MOL REG T RESP 
IMMUN   ,565,INNATE IMMUNE DEFS
IMMUN   ,566,MEMORY T & B
IMMUN   ,567,IMMUNE MIRNAS
IMMUN   ,568,INFLAMM RESPONSE
IMMUN   ,569,T CELLS IN AUTOIMM
IMMUN   ,570,MUCOSAL IMMUNITY
IMMUN   ,571,DEV ACTIV B CELLS
IMMUN   ,572,SIGNALING IN B-CELLS
IMMUN   ,573,IMMUN SEMINAR
IMMUN   ,574,KSHV: B-CELL/ENDOTH 
IMMUN   ,575,INFECTION/IMMUNITY
IMMUN   ,576,INNATE REGULATION
IMMUN   ,577,LYM HOM AND FUNC
IMMUN   ,578,IMM/PATH TUBERCULOS 
IMMUN   ,579,LIVER IMMUNOLOGY
IMMUN   ,580,IMMUNE IMAGE SFB
IMMUN   ,581,TYPE 2 IMMUNITY
IMMUN   ,599,INTRO TO IMMUN RES
IMMUN   ,600,INDEPNDNT STDY/RSCH 
IMMUN   ,700,MASTER'S THESIS
IMMUN   ,800,DOCTORAL DISSERTATN 
LAB M   ,423,CLINICAL CHEMISTRY
LAB M   ,424,CLIN MICROBIOLOGY
LAB M   ,425,CLINICAL HEMATOLOGY 
LAB M   ,430,MD TCH-INT CL HEMAT 
LAB M   ,431,IMMUNOHEM ROTATION
LAB M   ,433,ENRICHMENT ROTATION 
LAB M   ,435,MOLECULAR DIAG
LAB M   ,436,MDX Rotation
LAB M   ,499,UNDERGRAD RES
LAB M   ,502,LAB MED GRND ROUNDS 
LAB M   ,510,RESEARCH CONFERENCE 
LAB M   ,521,ADV LAB HEMATOLOGY
LAB M   ,590,P-RES PROJ LAB MED
LAB M   ,600,INDEPNDNT STDY/RSCH 
LAB M   ,601,INTERNSHIP
LAB M   ,680,P-CLIN LAB TEST
LAB M   ,685,P-CLIN LAB DIAG
LAB M   ,699,P-WWAMI LAB M ELECT 
LAB M   ,700,MASTERS THESIS
MEDSCI   ,501,P-III
MEDSCI   ,504,FOUNDATION CLIN MED 
MEDSCI   ,511,MCBD IND STUDY REM
MEDSCI   ,521,INV IND STUDY REM
MEDSCI   ,525,ECO HEA MED FOUND2
MEDSCI   ,530,P-CIRCU SYSTEMS
MEDSCI   ,531,CIRC IND STUDY REM
MEDSCI   ,541,BLOOD IND STUDY REM 
MEDSCI   ,551,ENERGET IND STDY REM
MEDSCI   ,561,MBB IND STUDY REM
MEDSCI   ,571,LIFE IND STUDY REM
MEDSCI   ,579,COMP BASIC SCI REV
MEDSCI   ,581,P-FOUND CAPSTONE
MEDSCI   ,582,P-CONSOLIDATION
MEDSCI   ,583,P-TRANSITION CLERK
MEDSCI   ,584,FCM IND STDY REM
MEDSCI   ,585,RM IND STDY
MEDSCI   ,586,EPI IND STDY TRM2
MEDSCI   ,587,EPI IND STDY TRM3
MEDSCI   ,588,HFF IND STDY TRM1
MEDSCI   ,589,HFF IND STDY TRM2
MEDSCI   ,590,HFF IND STDY TRM3
MEDSCI   ,591,PATH IND STDY TRM1
MEDSCI   ,592,PATH IND STDY TRM2
MEDSCI   ,593,PATH IND STDY TRM3
MEDSCI   ,594,PHARM IND STDY TRM1 
MEDSCI   ,595,PHARM IND STDY TRM2 
MEDSCI   ,596,PHARM IND STDY TRM3 
MEDSCI   ,597,USMLE 1 IND STUDY
MEDSCI   ,598,USMLE 2 IND STUDY
MEDSCI   ,599,IND STUDY
MED EM   ,606,P-EMER MED HMC/UW
MED EM   ,607,P-EMER MED MADIGAN
MED EM   ,608,P-EMER MED SWD CH
MED EM   ,609,EMER MED SCH
MED EM   ,617,P-EMER MED OLY
MED EM   ,625,P-EMER MED SPOKANE
MED EM   ,626,P-EMER MED SPO DEAC 
MED EM   ,645,P-EMER MED BOISE SL 
MED EM   ,646,P-EMER MED ST ALP
MED EM   ,647,P-EMER MED POCATELLO
MED EM   ,648,P-EMER MED IF
MED EM   ,656,P-EMER MED JUNEAU
MED EM   ,657,P-EMER MED FAIRBANKS
MED EM   ,658,P-EMER MED ANCH
MED EM   ,662,P-EMER MED BOZEMAN
MED EM   ,663,P-EMER MED BILLINGS 
MED EM   ,664,P-EMER MED GREATFALL
MED EM   ,668,P-EMER MED CASPER
MED EM   ,669,P-EMER MED CHEY
MED EM   ,681,P-EM MED SI HMC/UWMC
MED EM   ,697,P-MED SPEC ELEC
MED EM   ,699,P-MED WWAMI ELEC
MED   ,499,UNDERGRAD RESEARCH
MED   ,503,CARDIAC ULTRASOUND
MED   ,505,P-PRECEP IN MED
MED   ,522,INTRO HUM MED GEN
MED   ,549,CLIN MED GENETICS
MED   ,569,ADDICTION MEDICINE
MED   ,600,INDEPNDT STDY/RSCH
MEDECK   ,601,P-WD MED SUB I SEA
MEDECK   ,602,P-PRIMARY CARE SEA
MEDECK   ,603,P-CARD/ELEC SEA
MEDECK   ,604,P-DERM SEA
MEDECK   ,605,P-ENDO/MET SEA
